country_short;website;fax_stg;group;name;twitter;url;country;image;email;group_short;facebook;party;id;fax_bxl;score
es;;33388179174;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Jonás FERNÁNDEZ;jonasfernandez;http://www.europarl.europa.eu/meps/en/125046/JONAS_FERNANDEZ_home.html;Spain;http://www.europarl.europa.eu/mepphoto/125046.jpg;jonas.fernandezalvarez@europarl.europa.eu;sd;;Partido Socialista Obrero Español;125046;3222849174;0.3
gb;;33388179330;Europe of Freedom and Direct Democracy Group;Jonathan ARNOTT;JonathanArnott;http://www.europarl.europa.eu/meps/en/124958/JONATHAN_ARNOTT_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/124958.jpg;jonathan.arnott@europarl.europa.eu;efd;;United Kingdom Independence Party;124958;3222849330;0.1
fr;;33388179352;Group of the Greens/European Free Alliance;José BOVÉ;josebove;http://www.europarl.europa.eu/meps/en/96744/JOSE_BOVE_home.html;France;http://www.europarl.europa.eu/mepphoto/96744.jpg;jose.bove@europarl.europa.eu;greensefa;https://www.facebook.com/pages/Jos%C3%A9-Bov%C3%A9/117329398312147#!/pages/Jos%C3%A9-Bov%C3%A9/117329398312147?sk=wall;Europe Écologie;96744;3222849352;0.1
hr;;33388179587;Group of the Alliance of Liberals and Democrats for Europe;Jozo RADO_;jozorados;http://www.europarl.europa.eu/meps/en/112753/JOZO_RADOS_home.html;Croatia;http://www.europarl.europa.eu/mepphoto/112753.jpg;jozo.rados@europarl.europa.eu;aldeadle;;Hrvatska narodna stranka - liberalni demokrati;112753;3222849587;0.3
fr;;33388179213;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Jean-Paul DENANOT;jpdenanot;http://www.europarl.europa.eu/meps/en/94282/JEAN-PAUL_DENANOT_home.html;France;http://www.europarl.europa.eu/mepphoto/94282.jpg;jean-paul.denanot@europarl.europa.eu;sd;;Parti socialiste;94282;3222849213;0.3
pl;http://www.saryusz-wolski.pl/;33388179371;Group of the European People's Party (Christian Democrats);Jacek SARYUSZ-WOLSKI;JSaryuszWolski;http://www.europarl.europa.eu/meps/en/28297/JACEK_SARYUSZ-WOLSKI_home.html;Poland;http://www.europarl.europa.eu/mepphoto/28297.jpg;jacek.saryusz-wolski@europarl.europa.eu;epp;https://www.facebook.com/Jacek.Saryusz.Wolski;Platforma Obywatelska;28297;3222849371;0.8
gb;;33388179803;Europe of Freedom and Direct Democracy Group;Jill SEYMOUR;JSeymourUKIP;http://www.europarl.europa.eu/meps/en/124950/JILL_SEYMOUR_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/124950.jpg;jill.seymour@europarl.europa.eu;efd;;United Kingdom Independence Party;124950;3222849803;0.1
gb;;33388179105;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Jude KIRTON-DARLING;Jude_KD;http://www.europarl.europa.eu/meps/en/124953/JUDE_KIRTON-DARLING_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/124953.jpg;jude.kirton-darling@europarl.europa.eu;sd;;Labour Party;124953;3222849105;0.3
nl;http://www.judithsargentini.nl;33388179881;Group of the Greens/European Free Alliance;Judith SARGENTINI;judithineuropa;http://www.europarl.europa.eu/meps/en/96815/JUDITH_SARGENTINI_home.html;Netherlands;http://www.europarl.europa.eu/mepphoto/96815.jpg;judith.sargentini@europarl.europa.eu;greensefa;https://www.facebook.com/#!/judith.sargentini;GroenLinks;96815;3222849881;0.1
gb;;33388179702;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Julie WARD;julie4nw;http://www.europarl.europa.eu/meps/en/124963/JULIE_WARD_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/124963.jpg;julie.ward@europarl.europa.eu;sd;;Labour Party;124963;3222849702;0.3
gb;http://www.juliegirling.com/;33388179678;European Conservatives and Reformists Group;Julie GIRLING;juliegirling;http://www.europarl.europa.eu/meps/en/96956/JULIE_GIRLING_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/96956.jpg;julie.girling@europarl.europa.eu;ecr;http://www.facebook.com/home.php#!/profile.php?id=100001319317187;Conservative Party;96956;3222849678;0.1
de;http://www.jutta-steinruck.de;33388179563;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Jutta STEINRUCK;juttasteinruck;http://www.europarl.europa.eu/meps/en/96831/JUTTA_STEINRUCK_home.html;Germany;http://www.europarl.europa.eu/mepphoto/96831.jpg;jutta.steinruck@europarl.europa.eu;sd;http://www.facebook.com/pages/Jutta-Steinruck/171724719552511;Sozialdemokratische Partei Deutschlands;96831;3222849563;0.3
pl;;33388179802;European Conservatives and Reformists Group;Janusz WOJCIECHOWSKI;jwojc;http://www.europarl.europa.eu/meps/en/23784/JANUSZ_WOJCIECHOWSKI_home.html;Poland;http://www.europarl.europa.eu/mepphoto/23784.jpg;janusz.wojciechowski@europarl.europa.eu;ecr;;Prawo i Sprawiedliwo__;23784;3222849802;0.1
se;;33388179694;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Jytte GUTELAND;JytteGuteland;http://www.europarl.europa.eu/meps/en/124991/JYTTE_GUTELAND_home.html;Sweden;http://www.europarl.europa.eu/mepphoto/124991.jpg;jytte.guteland@europarl.europa.eu;sd;;Arbetarepartiet- Socialdemokraterna;124991;3222849694;0.3
ee;;33388179479;Group of the Alliance of Liberals and Democrats for Europe;Kaja KALLAS;kajakallas;http://www.europarl.europa.eu/meps/en/124697/KAJA_KALLAS_home.html;Estonia;http://www.europarl.europa.eu/mepphoto/124697.jpg;kaja.kallas@europarl.europa.eu;aldeadle;;Eesti Reformierakond;124697;3222849479;0.3
lv;;33388179204;Group of the European People's Party (Christian Democrats);Sandra KALNIETE;kalniete;http://www.europarl.europa.eu/meps/en/96934/SANDRA_KALNIETE_home.html;Latvia;http://www.europarl.europa.eu/mepphoto/96934.jpg;sandra.kalniete@europarl.europa.eu;epp;https://www.facebook.com/pages/Sandra-Kalniete/104036986299911;"Partija ""VIENOT_BA""";96934;3222849204;0.8
fr;http://www.karimadelli.com/;33388179362;Group of the Greens/European Free Alliance;Karima DELLI;KarimaDelli;http://www.europarl.europa.eu/meps/en/96868/KARIMA_DELLI_home.html;France;http://www.europarl.europa.eu/mepphoto/96868.jpg;karima.delli@europarl.europa.eu;greensefa;http://www.facebook.com/profile.php?id=1325110408#!/pages/Karima-Delli/167413170756;Europe Écologie;96868;3222849362;0.1
at;http://www.karinkadenbach.at/;33388179475;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Karin KADENBACH;karinkadenbach;http://www.europarl.europa.eu/meps/en/97014/KARIN_KADENBACH_home.html;Austria;http://www.europarl.europa.eu/mepphoto/97014.jpg;karin.kadenbach@europarl.europa.eu;sd;https://www.facebook.com/karin.kadenbach;Sozialdemokratische Partei Österreichs;97014;3222849475;0.3
nl;http://www.katipiri.nl/;33388179138;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Kati PIRI;KatiPiri;http://www.europarl.europa.eu/meps/en/37229/KATI_PIRI_home.html;Netherlands;http://www.europarl.europa.eu/mepphoto/37229.jpg;kati.piri@europarl.europa.eu;sd;;Partij van de Arbeid;37229;3222849138;0.3
de;http://sylvia-yvonne-kaufmann.de/;33388179788;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Sylvia-Yvonne KAUFMANN;KaufmannSylvia;http://www.europarl.europa.eu/meps/en/1849/SYLVIA-YVONNE_KAUFMANN_home.html;Germany;http://www.europarl.europa.eu/mepphoto/1849.jpg;sylvia-yvonne.kaufmann@europarl.europa.eu;sd;;Sozialdemokratische Partei Deutschlands;1849;3222849788;0.3
de;http://www.knut-fleckenstein.eu;33388179548;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Knut FLECKENSTEIN;knufleckenstein;http://www.europarl.europa.eu/meps/en/96840/KNUT_FLECKENSTEIN_home.html;Germany;http://www.europarl.europa.eu/mepphoto/96840.jpg;knut.fleckenstein@europarl.europa.eu;sd;https://www.facebook.com/pages/Knut-Fleckenstein/194900680538033;Sozialdemokratische Partei Deutschlands;96840;3222849548;0.3
fi;http://www.vayrynen.com;33388179133;Group of the Alliance of Liberals and Democrats for Europe;Paavo VÄYRYNEN;kokokansanpaavo;http://www.europarl.europa.eu/meps/en/2128/PAAVO_VAYRYNEN_home.html;Finland;http://www.europarl.europa.eu/mepphoto/2128.jpg;paavo.vayrynen@europarl.europa.eu;aldeadle;;Suomen Keskusta;2128;3222849133;0.3
cz;http://www.konecna.cz;33388179168;Confederal Group of the European United Left - Nordic Green Left;Kate_ina KONE_NÁ;Konecna_K;http://www.europarl.europa.eu/meps/en/23699/KATERINA_KONECNA_home.html;Czech Republic;http://www.europarl.europa.eu/mepphoto/23699.jpg;katerina.konecna@europarl.europa.eu;guengl;;Komunistická strana _ech a Moravy;23699;3222849168;0.2
pl;http://korwin-mikke.pl/;33388179575;Non-attached Members;Janusz KORWIN-MIKKE;korwinmikke;http://www.europarl.europa.eu/meps/en/124879/JANUSZ_KORWIN-MIKKE_home.html;Poland;http://www.europarl.europa.eu/mepphoto/124879.jpg;janusz.korwin-mikke@europarl.europa.eu;ni;;KORWiN;124879;3222849575;0.1
lv;http://www.karins.lv/;33388179205;Group of the European People's Party (Christian Democrats);Kri_j_nis KARI__;krisjaniskarins;http://www.europarl.europa.eu/meps/en/96901/KRISJANIS_KARINS_home.html;Latvia;http://www.europarl.europa.eu/mepphoto/96901.jpg;krisjanis.karins@europarl.europa.eu;epp;https://www.facebook.com/karinskrisjanis;"Partija ""VIENOT_BA""";96901;3222849205;0.8
se;;33388179172;Europe of Freedom and Direct Democracy Group;Kristina WINBERG;KristinaWinberg;http://www.europarl.europa.eu/meps/en/124995/KRISTINA_WINBERG_home.html;Sweden;http://www.europarl.europa.eu/mepphoto/124995.jpg;kristina.winberg@europarl.europa.eu;efd;;Sverigedemokraterna;124995;3222849172;0.1
pl;http://www.lybacka.pl/;33388179150;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Krystyna _YBACKA;KrystynaLybacka;http://www.europarl.europa.eu/meps/en/124883/KRYSTYNA_LYBACKA_home.html;Poland;http://www.europarl.europa.eu/mepphoto/124883.jpg;krystyna.lybacka@europarl.europa.eu;sd;;Sojusz Lewicy Demokratycznej;124883;3222849150;0.3
be;;33388179447;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Kathleen VAN BREMPT;kvanbrempt;http://www.europarl.europa.eu/meps/en/5729/KATHLEEN_VAN+BREMPT_home.html;Belgium;http://www.europarl.europa.eu/mepphoto/5729.jpg;kathleen.vanbrempt@europarl.europa.eu;sd;http://www.facebook.com/pages/Kathleen-Van-Brempt/149490498430244;Socialistische Partij.Anders;5729;3222849447;0.3
it;;33388179218;Group of the European People's Party (Christian Democrats);Lorenzo CESA;L_Cesa;http://www.europarl.europa.eu/meps/en/28451/LORENZO_CESA_home.html;Italy;http://www.europarl.europa.eu/mepphoto/28451.jpg;lorenzo.cesa@europarl.europa.eu;epp;https://www.facebook.com/cesalorenzo;Nuovo Centrodestra - Unione di Centro;28451;3222849218;0.8
se;;33388179155;Group of the European People's Party (Christian Democrats);Lars ADAKTUSSON;Ladaktusson;http://www.europarl.europa.eu/meps/en/124990/LARS_ADAKTUSSON_home.html;Sweden;http://www.europarl.europa.eu/mepphoto/124990.jpg;lars.adaktusson@europarl.europa.eu;epp;https://sv-se.facebook.com/adaktusson;Kristdemokraterna;124990;3222849155;0.8
de;http://www.lambsdorffdirekt.de;33388179118;Group of the Alliance of Liberals and Democrats for Europe;Alexander Graf LAMBSDORFF;Lambsdorff_live;http://www.europarl.europa.eu/meps/en/28242/ALEXANDER+GRAF_LAMBSDORFF_home.html;Germany;http://www.europarl.europa.eu/mepphoto/28242.jpg;alexandergraf.lambsdorff@europarl.europa.eu;aldeadle;http://www.facebook.com/alexander.graf.lambsdorff;Freie Demokratische Partei;28242;3222849118;0.3
de;http://www.euinfo.de/;33388179385;Group of the European People's Party (Christian Democrats);Werner LANGEN;langen_werner;http://www.europarl.europa.eu/meps/en/1928/WERNER_LANGEN_home.html;Germany;http://www.europarl.europa.eu/mepphoto/1928.jpg;werner.langen@europarl.europa.eu;epp;https://www.facebook.com/pages/Werner-Langen/103404496381722?rf=178224065665698;Christlich Demokratische Union Deutschlands;1928;3222849385;0.8
it;;33388179410;Europe of Freedom and Direct Democracy Group;Laura FERRARA;LauraFerraraM5S;http://www.europarl.europa.eu/meps/en/124833/LAURA_FERRARA_home.html;Italy;http://www.europarl.europa.eu/mepphoto/124833.jpg;laura.ferrara@europarl.europa.eu;efd;;Movimento 5 Stelle;124833;3222849410;0.1
fr;;33388179720;Non-attached Members;Jean-Marie LE PEN;lepenjm;http://www.europarl.europa.eu/meps/en/1023/JEAN-MARIE_LE+PEN_home.html;France;http://www.europarl.europa.eu/mepphoto/1023.jpg;jean-marie.lepen@europarl.europa.eu;ni;http://www.facebook.com/#!/JMLP.officiel;Front national;1023;3222849720;0.1
pt;http://www.paulorangel.eu/;33388179263;Group of the European People's Party (Christian Democrats);Paulo RANGEL;libertarofuturo;http://www.europarl.europa.eu/meps/en/96903/PAULO_RANGEL_home.html;Portugal;http://www.europarl.europa.eu/mepphoto/96903.jpg;paulo.rangel@europarl.europa.eu;epp;https://pt-br.facebook.com/pages/Paulo-Rangel/80671299889;Partido Social Democrata;96903;3222849263;0.8
pl;http://www.lgeringer.pl;33388179809;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Lidia Joanna GERINGER de OEDENBERG;lidiageringer;http://www.europarl.europa.eu/meps/en/28377/LIDIA+JOANNA_GERINGER+DE+OEDENBERG_home.html;Poland;http://www.europarl.europa.eu/mepphoto/28377.jpg;lidiajoanna.geringerdeoedenberg@europarl.europa.eu;sd;https://www.facebook.com/pages/Lidia-Geringer-de-Oedenberg/247754585312097?sk=timeline;Bezpartyjna;28377;3222849809;0.3
es;;33388179414;Confederal Group of the European United Left - Nordic Green Left;Lidia SENRA RODRÍGUEZ;LidiaSenra;http://www.europarl.europa.eu/meps/en/125049/LIDIA_SENRA+RODRIGUEZ_home.html;Spain;http://www.europarl.europa.eu/mepphoto/125049.jpg;lidia.senra@europarl.europa.eu;guengl;;Alternativa galega de esquerda en Europa;125049;3222849414;0.2
gb;http://www.lindamcavanmep.org.uk;33388179438;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Linda McAVAN;LindaMcAvanMEP;http://www.europarl.europa.eu/meps/en/2327/LINDA_MCAVAN_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/2327.jpg;linda.mcavan@europarl.europa.eu;sd;http://www.facebook.com/linda.mcavan;Labour Party;2327;3222849438;0.3
se;http://www.mp.se/linnea-engstrom;33388179394;Group of the Greens/European Free Alliance;Linnéa ENGSTRÖM;LinneaEngstrom;http://www.europarl.europa.eu/meps/en/128588/LINNEA_ENGSTROM_home.html;Sweden;http://www.europarl.europa.eu/mepphoto/128588.jpg;linnea.engstrom@europarl.europa.eu;greensefa;;Miljöpartiet de gröna;128588;3222849394;0.1
ie;;33388179257;Confederal Group of the European United Left - Nordic Green Left;Lynn BOYLAN;LNBDublin;http://www.europarl.europa.eu/meps/en/124984/LYNN_BOYLAN_home.html;Ireland;http://www.europarl.europa.eu/mepphoto/124984.jpg;lynn.boylan@europarl.europa.eu;guengl;;Sinn Féin;124984;3222849257;0.2
si;http://www.peterle.eu/;33388179638;Group of the European People's Party (Christian Democrats);Alojz PETERLE;lojzepeterle;http://www.europarl.europa.eu/meps/en/23693/ALOJZ_PETERLE_home.html;Slovenia;http://www.europarl.europa.eu/mepphoto/23693.jpg;alojz.peterle@europarl.europa.eu;epp;https://www.facebook.com/lojze.peterle;Nova Slovenija – Kr__anski demokrati;23693;3222849638;0.8
es;;33388179124;Confederal Group of the European United Left - Nordic Green Left;Lola SÁNCHEZ CALDENTEY;LolaPodemos;http://www.europarl.europa.eu/meps/en/125035/LOLA_SANCHEZ+CALDENTEY_home.html;Spain;http://www.europarl.europa.eu/mepphoto/125035.jpg;mariadoloreslola.sanchezcaldentey@europarl.europa.eu;guengl;;PODEMOS;125035;3222849124;0.2
fr;http://louisaliot.eu;33388179166;Non-attached Members;Louis ALIOT;louis_aliot;http://www.europarl.europa.eu/meps/en/30190/LOUIS_ALIOT_home.html;France;http://www.europarl.europa.eu/mepphoto/30190.jpg;louis.aliot@europarl.europa.eu;ni;;Front national;30190;3222849166;0.1
gb;;33388179496;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Lucy ANDERSON;LucyAndersonMEP;http://www.europarl.europa.eu/meps/en/124949/LUCY_ANDERSON_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/124949.jpg;lucy.anderson@europarl.europa.eu;sd;;Labour Party;124949;3222849496;0.3
cz;http://www.niedermayer.cz/;33388179574;Group of the European People's Party (Christian Democrats);Lud_k NIEDERMAYER;ludeknie;http://www.europarl.europa.eu/meps/en/124701/LUDEK_NIEDERMAYER_home.html;Czech Republic;http://www.europarl.europa.eu/mepphoto/124701.jpg;ludek.niedermayer@europarl.europa.eu;epp;https://www.facebook.com/Niedermayer.Ludek;TOP 09 a Starostové;124701;3222849574;0.8
ie;;33388179238;Confederal Group of the European United Left - Nordic Green Left;Luke Ming FLANAGAN;lukeming;http://www.europarl.europa.eu/meps/en/124985/LUKE+MING_FLANAGAN_home.html;Ireland;http://www.europarl.europa.eu/mepphoto/124985.jpg;lukeming.flanagan@europarl.europa.eu;guengl;;Independent;124985;3222849238;0.2
nl;https://www.cda.nl/nistelrooij;33388179434;Group of the European People's Party (Christian Democrats);Lambert van NISTELROOIJ;LvNistelrooij;http://www.europarl.europa.eu/meps/en/28165/LAMBERT_VAN+NISTELROOIJ_home.html;Netherlands;http://www.europarl.europa.eu/mepphoto/28165.jpg;lambert.vannistelrooij@europarl.europa.eu;epp;https://www.facebook.com/lambert.vannistelrooij;Christen Democratisch Appèl;28165;3222849434;0.8
it;http://www.michelagiuffrida.eu/;33388179531;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Michela GIUFFRIDA;m_giuffrida;http://www.europarl.europa.eu/meps/en/124864/MICHELA_GIUFFRIDA_home.html;Italy;http://www.europarl.europa.eu/mepphoto/124864.jpg;michela.giuffrida@europarl.europa.eu;sd;;Partito Democratico;124864;3222849531;0.3
gr;http://www.kefalogiannis.gr/;33388179570;Group of the European People's Party (Christian Democrats);Manolis KEFALOGIANNIS;M_Kefalogiannis;http://www.europarl.europa.eu/meps/en/125068/MANOLIS_KEFALOGIANNIS_home.html;Greece;http://www.europarl.europa.eu/mepphoto/125068.jpg;manolis.kefalogiannis@europarl.europa.eu;epp;https://www.facebook.com/pages/Manolis-Kefaloyannis/51638783172;Nea Demokratia;125068;3222849570;0.8
cz;;33388179501;Europe of Freedom and Direct Democracy Group;Petr MACH;MachCZ;http://www.europarl.europa.eu/meps/en/84175/PETR_MACH_home.html;Czech Republic;http://www.europarl.europa.eu/mepphoto/84175.jpg;petr.mach@europarl.europa.eu;efd;;Strana svobodn_ch ob_an_;84175;3222849501;0.1
ie;http://www.maireadmcguinness.ie/;33388179214;Group of the European People's Party (Christian Democrats);Mairead McGUINNESS;MaireadMcGMEP;http://www.europarl.europa.eu/meps/en/28115/MAIREAD_MCGUINNESS_home.html;Ireland;http://www.europarl.europa.eu/mepphoto/28115.jpg;mairead.mcguinness@europarl.europa.eu;epp;https://www.facebook.com/mairead.mcguinness.5;Fine Gael Party;28115;3222849214;0.8
hr;http://ivana-maletic.com/;33388179734;Group of the European People's Party (Christian Democrats);Ivana MALETI_;MaleticIvana;http://www.europarl.europa.eu/meps/en/119436/IVANA_MALETIC_home.html;Croatia;http://www.europarl.europa.eu/mepphoto/119436.jpg;ivana.maletic@europarl.europa.eu;epp;https://www.facebook.com/ivana.maletic.cro;Hrvatska demokratska zajednica;119436;3222849734;0.8
